bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
156,0.500,0.500,0.500,14
157,0.000,0.000,0.000,3
158,0.462,0.692,0.554,26
159,0.333,0.182,0.235,11
160,0.500,0.333,0.400,3
161,0.800,0.774,0.787,31
162,0.000,0.000,0.000,1
163,0.000,0.000,0.000,1
164,0.250,0.250,0.250,4
165,0.000,0.000,0.000,1
166,0.667,0.667,0.667,3
167,0.000,0.000,0.000,4
168,0.000,0.000,0.000,5
169,0.000,0.000,0.000,3
170,0.000,0.000,0.000,1
171,0.633,0.705,0.667,44
172,0.000,0.000,0.000,1
173,0.860,0.935,0.896,46
174,0.608,0.702,0.652,84
175,0.333,0.250,0.286,12
176,0.000,0.000,0.000,1
177,0.600,0.375,0.462,8
178,0.286,0.400,0.333,5
179,0.000,0.000,0.000,1
180,0.667,0.333,0.444,6
181,0.333,0.400,0.364,10
182,0.600,0.450,0.514,20
183,0.357,0.333,0.345,15
184,0.455,0.385,0.417,13
185,0.952,1.000,0.976,20
186,0.667,1.000,0.800,2
187,0.000,0.000,0.000,3
188,0.368,0.304,0.333,23
189,0.429,0.333,0.375,18
190,0.500,0.333,0.400,3
191,0.684,0.726,0.704,197
192,0.608,0.633,0.620,49
193,0.917,0.917,0.917,12
194,0.538,0.452,0.491,31
195,0.526,0.667,0.588,15
196,0.691,0.809,0.745,47
197,0.000,0.000,0.000,7
198,0.000,0.000,0.000,1
199,1.000,0.714,0.833,7
200,0.844,0.844,0.844,45
201,0.635,0.673,0.653,49
202,0.882,0.896,0.889,67
203,0.714,0.714,0.714,7
204,0.000,0.000,0.000,1
205,0.875,0.875,0.875,8
206,0.000,0.000,0.000,4
207,0.692,0.750,0.720,12
208,0.200,0.222,0.211,9
209,0.000,0.000,0.000,2
210,0.918,0.967,0.942,92
211,0.500,0.444,0.471,9
212,0.000,0.000,0.000,1
213,0.689,0.724,0.706,58
214,0.000,0.000,0.000,5
215,0.559,0.635,0.595,52
216,0.000,0.000,0.000,4
217,0.429,0.500,0.462,12
218,0.000,0.000,0.000,2
219,1.000,1.000,1.000,7
220,0.667,0.857,0.750,28
221,0.400,0.400,0.400,15
222,0.824,0.808,0.816,52
223,0.375,0.375,0.375,16
224,0.000,0.000,0.000,9
225,1.000,0.500,0.667,2
226,0.000,0.000,0.000,1
227,0.000,0.000,0.000,1
228,0.000,0.000,0.000,1
229,0.000,0.000,0.000,1
230,0.167,0.200,0.182,5
231,0.286,0.500,0.364,4
232,0.000,0.000,0.000,7
233,0.000,0.000,0.000,2
234,0.000,0.000,0.000,3
235,1.000,1.000,1.000,3
236,0.000,0.000,0.000,1
237,0.000,0.000,0.000,1
238,0.583,0.467,0.519,15
239,0.000,0.000,0.000,5
240,0.000,0.000,0.000,1
241,0.000,0.000,0.000,2
242,0.000,0.000,0.000,1
243,0.000,0.000,0.000,1
244,0.000,0.000,0.000,1
245,0.000,0.000,0.000,2
246,0.800,1.000,0.889,8
247,0.000,0.000,0.000,1
248,0.000,0.000,0.000,1
249,0.000,0.000,0.000,2
250,1.000,1.000,1.000,4
251,0.733,0.750,0.742,44
252,0.000,0.000,0.000,2
253,0.667,0.571,0.615,7
254,0.667,0.500,0.571,4
255,0.000,0.000,0.000,1
256,0.000,0.000,0.000,1
257,0.000,0.000,0.000,2
258,0.647,0.611,0.629,18
259,0.000,0.000,0.000,5
260,0.895,0.850,0.872,20
261,0.000,0.000,0.000,1
262,0.333,0.571,0.421,7
263,0.000,0.000,0.000,1
264,0.667,0.667,0.667,6
265,0.000,0.000,0.000,5
266,0.000,0.000,0.000,2
267,0.667,0.692,0.679,52
268,0.375,0.273,0.316,11
269,0.250,0.118,0.160,17
270,0.000,0.000,0.000,1
271,0.667,0.571,0.615,21
272,0.000,0.000,0.000,1
273,0.474,0.429,0.450,21
274,0.000,0.000,0.000,1
275,0.000,0.000,0.000,3
276,0.862,0.833,0.847,60
277,0.000,0.000,0.000,1
278,0.000,0.000,0.000,2
279,0.000,0.000,0.000,2
280,0.000,0.000,0.000,1
281,0.860,0.811,0.835,53
282,0.000,0.000,0.000,4
283,0.529,0.621,0.571,29
284,0.571,0.500,0.533,8
285,0.000,0.000,0.000,1
286,0.000,0.000,0.000,1
287,0.000,0.000,0.000,2
288,0.778,0.875,0.824,8
mac avg,0.358,0.330,0.335,8361
macro avg weighted,0.7780243690850704,0.7950005980145916,0.7828946465788849,None
micro avg,0.7950005980145916,0.7950005980145916,0.7950005980145916,None
accuracy on this run=0.7950005980145916

han_2dinputN-fold results:
,precision, recall, f1, support
0,0.600,0.871,0.711,31
1,0.600,0.600,0.600,5
2,0.849,0.865,0.857,163
3,0.000,0.000,0.000,1
4,0.529,0.474,0.500,19
5,0.000,0.000,0.000,1
6,0.475,0.528,0.500,36
7,1.000,0.500,0.667,4
8,0.000,0.000,0.000,3
9,0.000,0.000,0.000,1
10,0.955,0.840,0.894,25
11,0.000,0.000,0.000,3
12,0.667,1.000,0.800,2
13,0.667,0.667,0.667,6
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,2
16,0.000,0.000,0.000,1
17,0.250,0.200,0.222,5
18,1.000,1.000,1.000,2
19,0.500,0.600,0.545,15
20,0.000,0.000,0.000,1
21,0.250,0.500,0.333,4
22,0.400,0.667,0.500,3
23,0.400,0.667,0.500,3
24,0.000,0.000,0.000,2
25,0.000,0.000,0.000,1
26,0.000,0.000,0.000,1
27,0.667,0.333,0.444,6
28,0.200,0.143,0.167,7
29,0.700,0.750,0.724,28
30,0.500,0.333,0.400,3
31,0.000,0.000,0.000,1
32,0.865,0.853,0.859,75
33,0.000,0.000,0.000,1
34,0.000,0.000,0.000,3
35,0.478,0.379,0.423,29
36,0.000,0.000,0.000,2
37,0.000,0.000,0.000,2
38,0.000,0.000,0.000,1
39,0.733,0.846,0.786,13
40,0.000,0.000,0.000,1
41,0.000,0.000,0.000,3
42,0.000,0.000,0.000,2
43,0.000,0.000,0.000,1
44,0.667,1.000,0.800,4
45,0.000,0.000,0.000,3
46,1.000,0.400,0.571,5
47,0.753,0.733,0.743,75
48,0.000,0.000,0.000,1
49,0.417,0.500,0.455,10
50,0.000,0.000,0.000,1
51,0.333,0.250,0.286,4
52,0.778,0.737,0.757,19
53,0.000,0.000,0.000,2
54,0.673,0.804,0.733,46
55,0.000,0.000,0.000,1
56,0.692,0.750,0.720,12
57,0.000,0.000,0.000,3
58,0.529,0.562,0.545,16
59,0.000,0.000,0.000,1
60,0.000,0.000,0.000,8
61,0.400,0.364,0.381,11
62,0.000,0.000,0.000,1
63,1.000,0.667,0.800,6
64,0.000,0.000,0.000,1
65,0.333,0.250,0.286,4
66,0.000,0.000,0.000,3
67,0.500,0.333,0.400,3
68,0.000,0.000,0.000,5
69,0.438,0.636,0.519,11
70,0.800,0.500,0.615,8
71,0.000,0.000,0.000,1
72,0.375,0.429,0.400,7
73,0.688,0.807,0.743,109
74,0.000,0.000,0.000,1
75,0.750,0.857,0.800,7
76,0.273,0.300,0.286,10
77,0.200,0.300,0.240,10
78,0.300,0.231,0.261,13
79,0.333,0.400,0.364,10
80,0.000,0.000,0.000,4
81,0.000,0.000,0.000,1
82,0.444,0.381,0.410,21
83,0.111,0.100,0.105,10
84,0.000,0.000,0.000,3
85,0.333,0.333,0.333,9
86,0.250,0.200,0.222,5
87,0.250,0.400,0.308,5
88,0.690,0.690,0.690,29
89,0.000,0.000,0.000,1
90,0.429,0.429,0.429,7
91,0.000,0.000,0.000,2
92,0.710,0.710,0.710,100
93,0.705,0.816,0.756,38
94,0.667,0.667,0.667,6
95,0.852,0.897,0.874,174
96,0.839,0.890,0.864,210
97,0.963,0.881,0.920,59
98,0.000,0.000,0.000,1
99,0.588,0.571,0.580,35
100,0.735,0.664,0.697,125
101,0.346,0.419,0.379,43
102,0.762,0.744,0.753,43
103,0.774,0.727,0.750,33
104,0.000,0.000,0.000,2
105,0.619,0.765,0.684,34
106,0.421,0.500,0.457,16
107,0.000,0.000,0.000,1
108,0.000,0.000,0.000,1
109,0.676,0.714,0.694,35
110,0.000,0.000,0.000,1
111,0.795,0.795,0.795,39
112,0.000,0.000,0.000,1
113,0.937,0.938,0.938,601
114,0.662,0.672,0.667,67
115,0.703,0.745,0.723,137
116,0.286,0.200,0.235,10
117,0.333,0.250,0.286,16
118,0.638,0.500,0.561,60
119,0.963,0.975,0.969,3007
120,0.708,0.548,0.618,31
121,0.500,0.350,0.412,20
122,0.250,0.200,0.222,5
123,0.000,0.000,0.000,5
124,1.000,0.667,0.800,3
125,0.758,0.758,0.758,33
126,0.591,0.619,0.605,21
127,0.867,0.722,0.788,18
128,0.805,0.805,0.805,82
129,0.667,0.636,0.651,22
130,0.000,0.000,0.000,1
131,1.000,1.000,1.000,2
132,0.785,0.797,0.791,64
133,0.667,1.000,0.800,2
134,0.000,0.000,0.000,3
135,0.000,0.000,0.000,1
136,0.797,0.750,0.773,68
137,0.000,0.000,0.000,1
138,0.000,0.000,0.000,1
139,0.000,0.000,0.000,2
140,0.000,0.000,0.000,1
141,0.000,0.000,0.000,1
142,0.429,1.000,0.600,3
143,1.000,0.500,0.667,2
144,0.429,0.375,0.400,16
145,0.636,0.500,0.560,14
146,0.000,0.000,0.000,5
147,0.333,0.417,0.370,12
148,0.286,0.333,0.308,6
149,0.429,0.600,0.500,5
150,0.730,0.692,0.711,39
151,0.538,0.609,0.571,23
152,0.000,0.000,0.000,1
153,1.000,0.667,0.800,3
154,0.250,0.167,0.200,18
155,0.500,0.500,0.500,4
156,0.429,0.429,0.429,14
157,0.000,0.000,0.000,3
158,0.591,0.500,0.542,26
159,0.429,0.273,0.333,11
160,0.667,0.667,0.667,3
161,0.667,0.710,0.688,31
162,0.000,0.000,0.000,1
163,0.000,0.000,0.000,1
164,0.000,0.000,0.000,4
165,0.000,0.000,0.000,1
166,0.000,0.000,0.000,3
167,0.000,0.000,0.000,4
168,1.000,0.200,0.333,5
169,0.000,0.000,0.000,3
170,0.000,0.000,0.000,1
171,0.745,0.795,0.769,44
172,0.000,0.000,0.000,1
173,0.796,0.935,0.860,46
174,0.610,0.726,0.663,84
175,0.154,0.167,0.160,12
176,0.000,0.000,0.000,1
177,0.500,0.375,0.429,8
178,0.600,0.600,0.600,5
179,0.000,0.000,0.000,1
180,0.667,0.333,0.444,6
181,0.250,0.200,0.222,10
182,0.529,0.450,0.486,20
183,0.294,0.333,0.312,15
184,0.455,0.385,0.417,13
185,0.909,1.000,0.952,20
186,1.000,1.000,1.000,2
187,0.000,0.000,0.000,3
188,0.389,0.304,0.341,23
189,0.286,0.333,0.308,18
190,0.000,0.000,0.000,3
191,0.693,0.721,0.706,197
192,0.519,0.551,0.535,49
193,0.917,0.917,0.917,12
194,0.704,0.613,0.655,31
195,0.818,0.600,0.692,15
196,0.700,0.745,0.722,47
197,0.167,0.143,0.154,7
198,0.000,0.000,0.000,1
199,0.714,0.714,0.714,7
200,0.824,0.933,0.875,45
201,0.717,0.776,0.745,49
202,0.894,0.881,0.887,67
203,0.667,0.571,0.615,7
204,0.000,0.000,0.000,1
205,0.778,0.875,0.824,8
206,0.000,0.000,0.000,4
207,0.667,0.833,0.741,12
208,0.167,0.111,0.133,9
209,0.000,0.000,0.000,2
210,0.906,0.946,0.926,92
211,0.429,0.333,0.375,9
212,0.000,0.000,0.000,1
213,0.689,0.724,0.706,58
214,0.000,0.000,0.000,5
215,0.698,0.712,0.705,52
216,0.000,0.000,0.000,4
217,0.308,0.333,0.320,12
218,0.000,0.000,0.000,2
219,0.857,0.857,0.857,7
220,0.656,0.750,0.700,28
221,0.400,0.400,0.400,15
222,0.727,0.769,0.748,52
223,0.562,0.562,0.562,16
224,0.286,0.222,0.250,9
225,0.000,0.000,0.000,2
226,0.000,0.000,0.000,1
227,0.000,0.000,0.000,1
228,0.000,0.000,0.000,1
229,0.000,0.000,0.000,1
230,0.333,0.200,0.250,5
231,0.333,0.500,0.400,4
232,0.571,0.571,0.571,7
233,0.000,0.000,0.000,2
234,0.500,0.333,0.400,3
235,0.400,0.667,0.500,3
236,0.000,0.000,0.000,1
237,0.000,0.000,0.000,1
238,0.467,0.467,0.467,15
239,0.000,0.000,0.000,5
240,0.000,0.000,0.000,1
241,0.500,0.500,0.500,2
242,0.000,0.000,0.000,1
243,0.000,0.000,0.000,1
244,0.000,0.000,0.000,1
245,0.500,0.500,0.500,2
246,1.000,0.875,0.933,8
247,0.000,0.000,0.000,1
248,0.000,0.000,0.000,1
249,1.000,1.000,1.000,2
250,1.000,0.750,0.857,4
251,0.587,0.614,0.600,44
252,0.000,0.000,0.000,2
253,0.500,0.429,0.462,7
254,0.500,0.500,0.500,4
255,0.000,0.000,0.000,1
256,0.000,0.000,0.000,1
257,0.000,0.000,0.000,2
258,0.667,0.667,0.667,18
259,0.000,0.000,0.000,5
260,0.739,0.850,0.791,20
261,0.000,0.000,0.000,1
262,0.500,0.571,0.533,7
263,0.000,0.000,0.000,1
264,0.556,0.833,0.667,6
265,0.000,0.000,0.000,5
266,0.000,0.000,0.000,2
267,0.673,0.712,0.692,52
268,0.500,0.273,0.353,11
269,0.333,0.412,0.368,17
270,0.000,0.000,0.000,1
271,0.600,0.429,0.500,21
