bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
0,0.727,0.774,0.750,31
1,0.500,0.400,0.444,5
2,0.861,0.877,0.869,163
3,0.000,0.000,0.000,1
4,0.591,0.684,0.634,19
5,0.000,0.000,0.000,1
6,0.488,0.583,0.532,36
7,0.333,0.500,0.400,4
8,0.000,0.000,0.000,3
9,0.000,0.000,0.000,1
10,0.875,0.840,0.857,25
11,0.000,0.000,0.000,3
12,0.000,0.000,0.000,2
13,0.500,0.667,0.571,6
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,2
16,0.000,0.000,0.000,1
17,0.250,0.200,0.222,5
18,0.500,1.000,0.667,2
19,0.700,0.467,0.560,15
20,0.000,0.000,0.000,1
21,0.333,0.500,0.400,4
22,0.200,0.333,0.250,3
23,1.000,0.667,0.800,3
24,0.000,0.000,0.000,2
25,0.000,0.000,0.000,1
26,0.000,0.000,0.000,1
27,0.500,0.500,0.500,6
28,0.000,0.000,0.000,7
29,0.759,0.786,0.772,28
30,0.250,0.333,0.286,3
31,0.000,0.000,0.000,1
32,0.833,0.867,0.850,75
33,0.000,0.000,0.000,1
34,0.000,0.000,0.000,3
35,0.355,0.379,0.367,29
36,0.000,0.000,0.000,2
37,0.000,0.000,0.000,2
38,0.000,0.000,0.000,1
39,0.900,0.692,0.783,13
40,0.000,0.000,0.000,1
41,0.000,0.000,0.000,3
42,0.000,0.000,0.000,2
43,0.000,0.000,0.000,1
44,0.600,0.750,0.667,4
45,0.000,0.000,0.000,3
46,1.000,0.400,0.571,5
47,0.694,0.787,0.737,75
48,0.000,0.000,0.000,1
49,0.375,0.300,0.333,10
50,0.000,0.000,0.000,1
51,0.500,0.250,0.333,4
52,0.682,0.789,0.732,19
53,0.000,0.000,0.000,2
54,0.680,0.739,0.708,46
55,0.000,0.000,0.000,1
56,0.562,0.750,0.643,12
57,0.000,0.000,0.000,3
58,0.625,0.625,0.625,16
59,0.000,0.000,0.000,1
60,0.111,0.125,0.118,8
61,0.750,0.545,0.632,11
62,0.000,0.000,0.000,1
63,1.000,0.667,0.800,6
64,0.000,0.000,0.000,1
65,1.000,0.250,0.400,4
66,0.000,0.000,0.000,3
67,0.250,0.333,0.286,3
68,0.000,0.000,0.000,5
69,0.636,0.636,0.636,11
70,0.556,0.625,0.588,8
71,0.000,0.000,0.000,1
72,0.500,0.429,0.462,7
73,0.704,0.807,0.752,109
74,0.000,0.000,0.000,1
75,1.000,1.000,1.000,7
76,0.133,0.200,0.160,10
77,0.545,0.600,0.571,10
78,0.545,0.462,0.500,13
79,0.667,0.600,0.632,10
80,0.000,0.000,0.000,4
81,0.000,0.000,0.000,1
82,0.435,0.476,0.455,21
83,0.333,0.100,0.154,10
84,0.400,0.667,0.500,3
85,0.125,0.111,0.118,9
86,0.000,0.000,0.000,5
87,0.400,0.400,0.400,5
88,0.594,0.655,0.623,29
89,0.000,0.000,0.000,1
90,0.286,0.286,0.286,7
91,0.000,0.000,0.000,2
92,0.731,0.760,0.745,100
93,0.750,0.711,0.730,38
94,0.286,0.333,0.308,6
95,0.849,0.874,0.861,174
96,0.824,0.848,0.836,210
97,0.945,0.881,0.912,59
98,0.000,0.000,0.000,1
99,0.724,0.600,0.656,35
100,0.738,0.720,0.729,125
101,0.349,0.349,0.349,43
102,0.717,0.767,0.742,43
103,0.718,0.848,0.778,33
104,0.000,0.000,0.000,2
105,0.605,0.765,0.675,34
106,0.727,0.500,0.593,16
107,0.000,0.000,0.000,1
108,0.000,0.000,0.000,1
109,0.750,0.771,0.761,35
110,0.000,0.000,0.000,1
111,0.702,0.846,0.767,39
112,0.000,0.000,0.000,1
113,0.926,0.942,0.934,601
114,0.577,0.612,0.594,67
115,0.712,0.723,0.717,137
116,0.222,0.200,0.211,10
117,0.500,0.312,0.385,16
118,0.500,0.533,0.516,60
119,0.968,0.974,0.971,3007
120,0.682,0.484,0.566,31
121,0.667,0.500,0.571,20
122,0.000,0.000,0.000,5
123,0.000,0.000,0.000,5
124,1.000,0.667,0.800,3
125,0.750,0.727,0.738,33
126,0.500,0.619,0.553,21
127,0.833,0.833,0.833,18
128,0.854,0.854,0.854,82
129,0.750,0.682,0.714,22
130,0.000,0.000,0.000,1
131,1.000,1.000,1.000,2
132,0.820,0.781,0.800,64
133,1.000,1.000,1.000,2
134,0.000,0.000,0.000,3
135,0.000,0.000,0.000,1
136,0.700,0.721,0.710,68
137,0.000,0.000,0.000,1
138,0.000,0.000,0.000,1
139,0.000,0.000,0.000,2
140,0.000,0.000,0.000,1
141,0.000,0.000,0.000,1
142,0.667,0.667,0.667,3
143,0.500,0.500,0.500,2
144,0.625,0.312,0.417,16
145,0.889,0.571,0.696,14
146,0.000,0.000,0.000,5
147,0.600,0.500,0.545,12
148,0.250,0.333,0.286,6
149,0.667,0.800,0.727,5
150,0.706,0.615,0.658,39
151,0.654,0.739,0.694,23
152,0.000,0.000,0.000,1
153,1.000,0.667,0.800,3
154,0.308,0.222,0.258,18
155,0.400,0.500,0.444,4
156,0.727,0.571,0.640,14
157,0.333,0.333,0.333,3
158,0.667,0.769,0.714,26
159,0.300,0.273,0.286,11
160,0.000,0.000,0.000,3
161,0.852,0.742,0.793,31
162,0.000,0.000,0.000,1
163,0.000,0.000,0.000,1
164,0.000,0.000,0.000,4
165,0.000,0.000,0.000,1
166,0.333,0.333,0.333,3
167,0.000,0.000,0.000,4
168,0.000,0.000,0.000,5
169,0.000,0.000,0.000,3
170,0.000,0.000,0.000,1
171,0.646,0.705,0.674,44
172,0.000,0.000,0.000,1
173,0.896,0.935,0.915,46
174,0.641,0.702,0.670,84
175,0.143,0.083,0.105,12
176,0.000,0.000,0.000,1
177,0.750,0.375,0.500,8
178,0.429,0.600,0.500,5
179,0.000,0.000,0.000,1
180,0.429,0.500,0.462,6
181,0.250,0.300,0.273,10
182,0.562,0.450,0.500,20
183,0.267,0.267,0.267,15
184,0.462,0.462,0.462,13
185,1.000,1.000,1.000,20
186,1.000,1.000,1.000,2
187,0.000,0.000,0.000,3
188,0.300,0.261,0.279,23
189,0.538,0.389,0.452,18
190,0.000,0.000,0.000,3
191,0.655,0.772,0.709,197
192,0.615,0.653,0.634,49
193,1.000,0.917,0.957,12
194,0.643,0.581,0.610,31
195,0.529,0.600,0.562,15
196,0.761,0.745,0.753,47
197,0.000,0.000,0.000,7
198,0.000,0.000,0.000,1
199,1.000,0.857,0.923,7
200,0.755,0.889,0.816,45
201,0.755,0.816,0.784,49
202,0.871,0.910,0.891,67
203,0.667,0.571,0.615,7
204,0.000,0.000,0.000,1
205,0.600,0.750,0.667,8
206,0.000,0.000,0.000,4
207,1.000,0.750,0.857,12
208,0.308,0.444,0.364,9
209,0.000,0.000,0.000,2
210,0.957,0.967,0.962,92
211,0.500,0.333,0.400,9
212,0.000,0.000,0.000,1
213,0.733,0.759,0.746,58
214,0.000,0.000,0.000,5
215,0.720,0.692,0.706,52
216,0.000,0.000,0.000,4
217,0.538,0.583,0.560,12
218,0.000,0.000,0.000,2
219,0.857,0.857,0.857,7
220,0.667,0.714,0.690,28
221,0.389,0.467,0.424,15
222,0.789,0.865,0.826,52
223,0.450,0.562,0.500,16
224,0.222,0.222,0.222,9
225,0.000,0.000,0.000,2
226,0.000,0.000,0.000,1
227,0.000,0.000,0.000,1
228,0.000,0.000,0.000,1
229,0.000,0.000,0.000,1
230,0.167,0.200,0.182,5
231,0.667,0.500,0.571,4
232,1.000,0.286,0.444,7
233,0.000,0.000,0.000,2
234,0.000,0.000,0.000,3
235,1.000,0.333,0.500,3
236,0.000,0.000,0.000,1
237,0.000,0.000,0.000,1
238,0.500,0.467,0.483,15
239,0.143,0.200,0.167,5
240,0.000,0.000,0.000,1
241,0.000,0.000,0.000,2
242,0.000,0.000,0.000,1
243,0.000,0.000,0.000,1
244,0.000,0.000,0.000,1
245,0.000,0.000,0.000,2
246,0.857,0.750,0.800,8
247,0.000,0.000,0.000,1
248,0.000,0.000,0.000,1
249,1.000,1.000,1.000,2
250,0.600,0.750,0.667,4
251,0.738,0.705,0.721,44
252,0.000,0.000,0.000,2
253,0.667,0.571,0.615,7
254,0.667,0.500,0.571,4
255,0.000,0.000,0.000,1
256,0.000,0.000,0.000,1
257,0.000,0.000,0.000,2
258,0.750,0.667,0.706,18
259,0.000,0.000,0.000,5
260,0.783,0.900,0.837,20
261,0.000,0.000,0.000,1
262,0.364,0.571,0.444,7
263,0.000,0.000,0.000,1
264,0.500,0.833,0.625,6
265,0.000,0.000,0.000,5
266,0.000,0.000,0.000,2
267,0.759,0.788,0.774,52
268,0.333,0.182,0.235,11
269,0.312,0.294,0.303,17
270,0.000,0.000,0.000,1
271,0.480,0.571,0.522,21
272,0.000,0.000,0.000,1
273,0.471,0.381,0.421,21
274,0.000,0.000,0.000,1
275,0.333,0.333,0.333,3
276,0.762,0.800,0.780,60
277,0.000,0.000,0.000,1
278,0.000,0.000,0.000,2
279,0.000,0.000,0.000,2
280,0.000,0.000,0.000,1
281,0.825,0.887,0.855,53
282,0.000,0.000,0.000,4
283,0.615,0.828,0.706,29
284,1.000,0.500,0.667,8
285,0.000,0.000,0.000,1
286,0.000,0.000,0.000,1
287,0.000,0.000,0.000,2
288,1.000,1.000,1.000,8
mac avg,0.365,0.352,0.352,8361
macro avg weighted,0.7924811353119984,0.8026551847865088,0.7953316454637985,None
micro avg,0.8026551847865088,0.8026551847865088,0.8026551847865088,None
accuracy on this run=0.8026551847865088

cnn[2,3,4](conv1d=100)|maxpooling1d=4|flatten|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
0,0.550,0.710,0.620,31
1,0.400,0.400,0.400,5
2,0.820,0.896,0.856,163
3,0.000,0.000,0.000,1
4,0.714,0.526,0.606,19
5,0.000,0.000,0.000,1
6,0.462,0.500,0.480,36
7,1.000,0.500,0.667,4
8,0.000,0.000,0.000,3
9,0.000,0.000,0.000,1
10,0.833,0.800,0.816,25
11,0.000,0.000,0.000,3
12,0.333,0.500,0.400,2
13,0.400,0.667,0.500,6
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,2
16,0.000,0.000,0.000,1
17,1.000,0.200,0.333,5
18,0.667,1.000,0.800,2
19,0.500,0.400,0.444,15
20,0.000,0.000,0.000,1
21,0.400,0.500,0.444,4
22,0.250,0.333,0.286,3
23,0.667,0.667,0.667,3
24,0.000,0.000,0.000,2
25,0.000,0.000,0.000,1
26,0.000,0.000,0.000,1
27,0.625,0.833,0.714,6
28,0.500,0.286,0.364,7
29,0.846,0.786,0.815,28
30,0.500,0.333,0.400,3
31,0.000,0.000,0.000,1
32,0.887,0.840,0.863,75
33,0.000,0.000,0.000,1
34,0.000,0.000,0.000,3
35,0.182,0.138,0.157,29
36,0.000,0.000,0.000,2
37,0.000,0.000,0.000,2
38,0.000,0.000,0.000,1
39,0.900,0.692,0.783,13
40,0.000,0.000,0.000,1
41,0.000,0.000,0.000,3
42,0.000,0.000,0.000,2
43,0.000,0.000,0.000,1
44,1.000,0.500,0.667,4
45,0.000,0.000,0.000,3
46,0.667,0.400,0.500,5
47,0.695,0.880,0.776,75
48,0.000,0.000,0.000,1
49,0.667,0.400,0.500,10
50,0.000,0.000,0.000,1
51,0.000,0.000,0.000,4
52,0.500,0.684,0.578,19
53,0.000,0.000,0.000,2
54,0.661,0.804,0.725,46
55,0.000,0.000,0.000,1
56,0.438,0.583,0.500,12
57,0.000,0.000,0.000,3
58,0.615,0.500,0.552,16
59,0.000,0.000,0.000,1
60,0.250,0.125,0.167,8
61,0.875,0.636,0.737,11
62,0.000,0.000,0.000,1
63,0.800,0.667,0.727,6
64,0.000,0.000,0.000,1
65,0.500,0.250,0.333,4
66,0.000,0.000,0.000,3
67,0.000,0.000,0.000,3
68,0.000,0.000,0.000,5
69,0.778,0.636,0.700,11
70,0.500,0.625,0.556,8
71,0.000,0.000,0.000,1
72,0.500,0.429,0.462,7
73,0.616,0.826,0.706,109
74,0.000,0.000,0.000,1
75,1.000,1.000,1.000,7
76,0.143,0.200,0.167,10
77,0.375,0.300,0.333,10
78,0.333,0.231,0.273,13
79,0.400,0.200,0.267,10
80,0.000,0.000,0.000,4
81,0.000,0.000,0.000,1
82,0.500,0.429,0.462,21
83,0.500,0.200,0.286,10
84,1.000,0.333,0.500,3
85,0.000,0.000,0.000,9
86,0.000,0.000,0.000,5
87,0.167,0.200,0.182,5
88,0.655,0.655,0.655,29
89,0.000,0.000,0.000,1
90,1.000,0.143,0.250,7
91,0.000,0.000,0.000,2
92,0.717,0.760,0.738,100
93,0.735,0.658,0.694,38
94,0.000,0.000,0.000,6
95,0.860,0.920,0.889,174
96,0.789,0.910,0.845,210
97,0.915,0.915,0.915,59
98,0.000,0.000,0.000,1
99,0.667,0.457,0.542,35
100,0.671,0.816,0.736,125
101,0.304,0.163,0.212,43
102,0.756,0.721,0.738,43
103,0.759,0.667,0.710,33
104,0.000,0.000,0.000,2
105,0.694,0.735,0.714,34
106,0.261,0.375,0.308,16
107,0.000,0.000,0.000,1
108,0.000,0.000,0.000,1
109,0.771,0.771,0.771,35
110,0.000,0.000,0.000,1
111,0.800,0.821,0.810,39
112,0.000,0.000,0.000,1
113,0.923,0.937,0.930,601
114,0.500,0.537,0.518,67
115,0.687,0.672,0.679,137
116,0.333,0.100,0.154,10
117,0.625,0.312,0.417,16
118,0.621,0.600,0.610,60
119,0.953,0.981,0.967,3007
120,0.750,0.290,0.419,31
121,0.500,0.300,0.375,20
122,0.000,0.000,0.000,5
123,0.000,0.000,0.000,5
124,1.000,0.667,0.800,3
125,0.758,0.758,0.758,33
126,0.545,0.571,0.558,21
127,0.824,0.778,0.800,18
128,0.817,0.817,0.817,82
129,0.647,0.500,0.564,22
130,0.000,0.000,0.000,1
131,1.000,1.000,1.000,2
132,0.828,0.828,0.828,64
133,1.000,1.000,1.000,2
134,0.000,0.000,0.000,3
135,0.000,0.000,0.000,1
136,0.712,0.765,0.738,68
137,0.000,0.000,0.000,1
138,0.000,0.000,0.000,1
139,0.000,0.000,0.000,2
140,0.000,0.000,0.000,1
141,0.000,0.000,0.000,1
142,0.500,0.333,0.400,3
143,0.000,0.000,0.000,2
144,0.600,0.562,0.581,16
145,0.700,0.500,0.583,14
146,0.000,0.000,0.000,5
147,0.500,0.333,0.400,12
148,0.333,0.167,0.222,6
149,0.333,0.200,0.250,5
150,0.788,0.667,0.722,39
151,0.667,0.783,0.720,23
152,0.000,0.000,0.000,1
153,0.667,0.667,0.667,3
154,0.389,0.389,0.389,18
155,1.000,0.250,0.400,4
