bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
170,0.000,0.000,0.000,1
171,0.721,0.705,0.713,44
172,0.000,0.000,0.000,1
173,0.875,0.913,0.894,46
174,0.677,0.798,0.732,84
175,0.222,0.167,0.190,12
176,0.000,0.000,0.000,1
177,0.571,0.500,0.533,8
178,0.250,0.200,0.222,5
179,0.000,0.000,0.000,1
180,0.400,0.667,0.500,6
181,0.167,0.100,0.125,10
182,0.462,0.300,0.364,20
183,0.500,0.467,0.483,15
184,0.333,0.385,0.357,13
185,1.000,0.900,0.947,20
186,1.000,1.000,1.000,2
187,0.000,0.000,0.000,3
188,0.292,0.304,0.298,23
189,0.250,0.222,0.235,18
190,0.000,0.000,0.000,3
191,0.683,0.711,0.697,197
192,0.544,0.633,0.585,49
193,1.000,0.917,0.957,12
194,0.656,0.677,0.667,31
195,0.900,0.600,0.720,15
196,0.745,0.809,0.776,47
197,0.000,0.000,0.000,7
198,0.000,0.000,0.000,1
199,0.833,0.714,0.769,7
200,0.830,0.867,0.848,45
201,0.765,0.796,0.780,49
202,0.922,0.881,0.901,67
203,0.625,0.714,0.667,7
204,0.000,0.000,0.000,1
205,0.667,0.750,0.706,8
206,0.000,0.000,0.000,4
207,0.750,0.750,0.750,12
208,0.143,0.111,0.125,9
209,0.000,0.000,0.000,2
210,0.895,0.924,0.909,92
211,0.750,0.333,0.462,9
212,0.000,0.000,0.000,1
213,0.690,0.845,0.760,58
214,0.000,0.000,0.000,5
215,0.700,0.673,0.686,52
216,0.000,0.000,0.000,4
217,0.286,0.333,0.308,12
218,0.000,0.000,0.000,2
219,0.833,0.714,0.769,7
220,0.679,0.679,0.679,28
221,0.529,0.600,0.562,15
222,0.736,0.750,0.743,52
223,0.450,0.562,0.500,16
224,0.125,0.111,0.118,9
225,0.000,0.000,0.000,2
226,0.000,0.000,0.000,1
227,0.000,0.000,0.000,1
228,0.000,0.000,0.000,1
229,0.000,0.000,0.000,1
230,0.200,0.200,0.200,5
231,0.250,0.250,0.250,4
232,0.000,0.000,0.000,7
233,0.000,0.000,0.000,2
234,0.000,0.000,0.000,3
235,1.000,0.667,0.800,3
236,0.000,0.000,0.000,1
237,0.000,0.000,0.000,1
238,0.714,0.667,0.690,15
239,0.500,0.200,0.286,5
240,0.000,0.000,0.000,1
241,1.000,0.500,0.667,2
242,0.000,0.000,0.000,1
243,0.000,0.000,0.000,1
244,0.000,0.000,0.000,1
245,0.000,0.000,0.000,2
246,1.000,0.875,0.933,8
247,0.000,0.000,0.000,1
248,0.000,0.000,0.000,1
249,1.000,0.500,0.667,2
250,0.500,0.750,0.600,4
251,0.611,0.750,0.673,44
252,0.000,0.000,0.000,2
253,0.667,0.571,0.615,7
254,0.667,0.500,0.571,4
255,0.000,0.000,0.000,1
256,0.000,0.000,0.000,1
257,0.000,0.000,0.000,2
258,0.611,0.611,0.611,18
259,0.200,0.200,0.200,5
260,0.800,0.800,0.800,20
261,0.000,0.000,0.000,1
262,0.250,0.429,0.316,7
263,0.000,0.000,0.000,1
264,0.833,0.833,0.833,6
265,0.000,0.000,0.000,5
266,0.000,0.000,0.000,2
267,0.740,0.712,0.725,52
268,0.222,0.182,0.200,11
269,0.455,0.294,0.357,17
270,0.000,0.000,0.000,1
271,0.400,0.476,0.435,21
272,0.000,0.000,0.000,1
273,0.435,0.476,0.455,21
274,0.000,0.000,0.000,1
275,0.667,0.667,0.667,3
276,0.778,0.817,0.797,60
277,0.000,0.000,0.000,1
278,0.000,0.000,0.000,2
279,0.000,0.000,0.000,2
280,0.000,0.000,0.000,1
281,0.770,0.887,0.825,53
282,0.000,0.000,0.000,4
283,0.531,0.586,0.557,29
284,0.571,0.500,0.533,8
285,0.000,0.000,0.000,1
286,0.000,0.000,0.000,1
287,0.000,0.000,0.000,2
288,1.000,0.875,0.933,8
mac avg,0.361,0.340,0.344,8361
macro avg weighted,0.7811501284092931,0.7920105250568114,0.7846264296530342,None
micro avg,0.7920105250568114,0.7920105250568114,0.7920105250568114,None
accuracy on this run=0.7920105250568114

cnn[2,3,4](conv1d=100)|maxpooling1d=4|flatten|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
0,0.514,0.613,0.559,31
1,0.333,0.200,0.250,5
2,0.805,0.859,0.831,163
3,0.000,0.000,0.000,1
4,0.375,0.316,0.343,19
5,0.000,0.000,0.000,1
6,0.447,0.472,0.459,36
7,1.000,0.500,0.667,4
8,0.000,0.000,0.000,3
9,0.000,0.000,0.000,1
10,0.840,0.840,0.840,25
11,0.000,0.000,0.000,3
12,0.000,0.000,0.000,2
13,0.556,0.833,0.667,6
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,2
16,0.000,0.000,0.000,1
17,0.600,0.600,0.600,5
18,1.000,1.000,1.000,2
19,0.500,0.467,0.483,15
20,0.000,0.000,0.000,1
21,0.400,0.500,0.444,4
22,0.333,0.333,0.333,3
23,0.667,0.667,0.667,3
24,0.000,0.000,0.000,2
25,0.000,0.000,0.000,1
26,0.000,0.000,0.000,1
27,0.667,0.667,0.667,6
28,0.333,0.286,0.308,7
29,0.741,0.714,0.727,28
30,0.333,0.333,0.333,3
31,0.000,0.000,0.000,1
32,0.870,0.800,0.833,75
33,0.000,0.000,0.000,1
34,0.500,0.333,0.400,3
35,0.189,0.241,0.212,29
36,0.000,0.000,0.000,2
37,0.000,0.000,0.000,2
38,0.000,0.000,0.000,1
39,0.875,0.538,0.667,13
40,0.000,0.000,0.000,1
41,0.000,0.000,0.000,3
42,0.000,0.000,0.000,2
43,0.000,0.000,0.000,1
44,0.667,0.500,0.571,4
45,0.000,0.000,0.000,3
46,0.750,0.600,0.667,5
47,0.604,0.773,0.678,75
48,0.000,0.000,0.000,1
49,0.500,0.400,0.444,10
50,0.000,0.000,0.000,1
51,0.200,0.250,0.222,4
52,0.500,0.632,0.558,19
53,0.000,0.000,0.000,2
54,0.638,0.804,0.712,46
55,0.000,0.000,0.000,1
56,0.692,0.750,0.720,12
57,0.000,0.000,0.000,3
58,0.364,0.500,0.421,16
59,0.000,0.000,0.000,1
60,0.333,0.125,0.182,8
61,0.833,0.455,0.588,11
62,0.000,0.000,0.000,1
63,0.800,0.667,0.727,6
64,0.000,0.000,0.000,1
65,1.000,0.250,0.400,4
66,0.000,0.000,0.000,3
67,0.000,0.000,0.000,3
68,0.000,0.000,0.000,5
69,0.875,0.636,0.737,11
70,0.500,0.625,0.556,8
71,0.000,0.000,0.000,1
72,0.500,0.429,0.462,7
73,0.592,0.853,0.699,109
74,0.000,0.000,0.000,1
75,1.000,1.000,1.000,7
76,0.100,0.100,0.100,10
77,0.500,0.500,0.500,10
78,0.429,0.231,0.300,13
79,0.500,0.200,0.286,10
80,0.000,0.000,0.000,4
81,0.000,0.000,0.000,1
82,0.368,0.333,0.350,21
83,0.500,0.200,0.286,10
84,1.000,0.333,0.500,3
85,0.250,0.111,0.154,9
86,0.000,0.000,0.000,5
87,0.000,0.000,0.000,5
88,0.677,0.724,0.700,29
89,0.000,0.000,0.000,1
90,0.111,0.143,0.125,7
91,0.000,0.000,0.000,2
92,0.734,0.690,0.711,100
93,0.667,0.684,0.675,38
94,0.000,0.000,0.000,6
95,0.837,0.914,0.874,174
96,0.816,0.886,0.849,210
97,0.982,0.915,0.947,59
98,0.000,0.000,0.000,1
99,0.621,0.514,0.562,35
100,0.696,0.824,0.755,125
101,0.348,0.186,0.242,43
102,0.743,0.605,0.667,43
103,0.793,0.697,0.742,33
104,0.000,0.000,0.000,2
105,0.676,0.676,0.676,34
106,0.259,0.438,0.326,16
107,0.000,0.000,0.000,1
108,0.000,0.000,0.000,1
109,0.730,0.771,0.750,35
110,0.000,0.000,0.000,1
111,0.914,0.821,0.865,39
112,0.000,0.000,0.000,1
113,0.927,0.933,0.930,601
114,0.650,0.582,0.614,67
115,0.693,0.642,0.667,137
116,0.000,0.000,0.000,10
117,0.625,0.312,0.417,16
118,0.558,0.483,0.518,60
119,0.951,0.980,0.965,3007
120,0.800,0.387,0.522,31
121,0.533,0.400,0.457,20
122,0.000,0.000,0.000,5
123,0.000,0.000,0.000,5
124,1.000,0.667,0.800,3
125,0.667,0.727,0.696,33
126,0.500,0.381,0.432,21
127,0.875,0.778,0.824,18
128,0.810,0.829,0.819,82
129,0.591,0.591,0.591,22
130,0.000,0.000,0.000,1
131,1.000,1.000,1.000,2
132,0.738,0.750,0.744,64
133,1.000,0.500,0.667,2
134,0.000,0.000,0.000,3
135,0.000,0.000,0.000,1
136,0.729,0.750,0.739,68
137,0.000,0.000,0.000,1
138,0.000,0.000,0.000,1
139,0.000,0.000,0.000,2
140,0.000,0.000,0.000,1
141,0.000,0.000,0.000,1
142,1.000,0.333,0.500,3
143,0.000,0.000,0.000,2
144,0.538,0.438,0.483,16
145,0.500,0.429,0.462,14
146,0.000,0.000,0.000,5
147,0.333,0.250,0.286,12
148,0.167,0.167,0.167,6
149,0.500,0.200,0.286,5
150,0.718,0.718,0.718,39
151,0.625,0.652,0.638,23
152,0.000,0.000,0.000,1
153,1.000,0.667,0.800,3
154,0.214,0.167,0.188,18
155,0.333,0.250,0.286,4
156,0.462,0.429,0.444,14
157,0.000,0.000,0.000,3
158,0.405,0.577,0.476,26
159,0.545,0.545,0.545,11
160,0.500,0.333,0.400,3
161,0.750,0.677,0.712,31
162,0.000,0.000,0.000,1
163,0.000,0.000,0.000,1
164,0.000,0.000,0.000,4
165,0.000,0.000,0.000,1
166,0.667,0.667,0.667,3
167,0.000,0.000,0.000,4
168,0.000,0.000,0.000,5
169,0.000,0.000,0.000,3
170,0.000,0.000,0.000,1
171,0.667,0.636,0.651,44
172,0.000,0.000,0.000,1
173,0.854,0.891,0.872,46
174,0.586,0.690,0.634,84
175,0.083,0.083,0.083,12
176,0.000,0.000,0.000,1
177,0.600,0.375,0.462,8
178,0.500,0.400,0.444,5
179,0.000,0.000,0.000,1
180,0.667,0.333,0.444,6
181,0.100,0.100,0.100,10
182,0.400,0.300,0.343,20
183,0.364,0.267,0.308,15
184,0.250,0.231,0.240,13
185,1.000,1.000,1.000,20
186,1.000,1.000,1.000,2
187,0.000,0.000,0.000,3
188,0.261,0.261,0.261,23
189,0.312,0.278,0.294,18
190,0.000,0.000,0.000,3
191,0.642,0.711,0.675,197
192,0.689,0.633,0.660,49
193,1.000,1.000,1.000,12
194,0.525,0.677,0.592,31
195,0.750,0.600,0.667,15
196,0.822,0.787,0.804,47
197,0.000,0.000,0.000,7
198,0.000,0.000,0.000,1
199,1.000,0.857,0.923,7
200,0.848,0.867,0.857,45
201,0.625,0.714,0.667,49
202,0.899,0.925,0.912,67
203,0.833,0.714,0.769,7
204,0.000,0.000,0.000,1
205,0.636,0.875,0.737,8
206,0.000,0.000,0.000,4
207,0.833,0.833,0.833,12
208,0.250,0.222,0.235,9
209,0.000,0.000,0.000,2
210,0.817,0.924,0.867,92
211,0.750,0.333,0.462,9
212,0.000,0.000,0.000,1
213,0.734,0.810,0.770,58
214,0.000,0.000,0.000,5
215,0.587,0.712,0.643,52
216,0.000,0.000,0.000,4
217,0.000,0.000,0.000,12
218,0.000,0.000,0.000,2
219,0.875,1.000,0.933,7
220,0.618,0.750,0.677,28
221,0.250,0.200,0.222,15
222,0.638,0.712,0.673,52
223,0.333,0.438,0.378,16
224,0.250,0.111,0.154,9
225,0.000,0.000,0.000,2
226,0.000,0.000,0.000,1
227,0.000,0.000,0.000,1
228,0.000,0.000,0.000,1
229,0.000,0.000,0.000,1
230,0.200,0.200,0.200,5
231,0.250,0.250,0.250,4
232,0.000,0.000,0.000,7
233,0.000,0.000,0.000,2
234,0.000,0.000,0.000,3
235,1.000,1.000,1.000,3
236,0.000,0.000,0.000,1
237,0.000,0.000,0.000,1
238,0.444,0.267,0.333,15
239,0.000,0.000,0.000,5
240,0.000,0.000,0.000,1
241,0.333,0.500,0.400,2
242,0.000,0.000,0.000,1
243,0.000,0.000,0.000,1
244,0.000,0.000,0.000,1
245,0.000,0.000,0.000,2
246,0.875,0.875,0.875,8
247,0.000,0.000,0.000,1
248,0.000,0.000,0.000,1
249,0.000,0.000,0.000,2
250,0.571,1.000,0.727,4
251,0.545,0.682,0.606,44
252,0.000,0.000,0.000,2
253,0.400,0.286,0.333,7
254,0.667,0.500,0.571,4
255,0.000,0.000,0.000,1
256,0.000,0.000,0.000,1
257,0.000,0.000,0.000,2
258,0.625,0.556,0.588,18
259,0.000,0.000,0.000,5
260,0.818,0.900,0.857,20
261,0.000,0.000,0.000,1
262,0.400,0.571,0.471,7
263,0.000,0.000,0.000,1
264,0.500,0.667,0.571,6
265,0.000,0.000,0.000,5
266,0.000,0.000,0.000,2
267,0.654,0.654,0.654,52
268,0.222,0.182,0.200,11
269,0.385,0.294,0.333,17
270,0.000,0.000,0.000,1
271,0.421,0.381,0.400,21
272,0.000,0.000,0.000,1
273,0.438,0.333,0.378,21
274,0.000,0.000,0.000,1
275,0.000,0.000,0.000,3
276,0.689,0.700,0.694,60
277,0.000,0.000,0.000,1
278,0.000,0.000,0.000,2
279,0.000,0.000,0.000,2
280,0.000,0.000,0.000,1
281,0.778,0.792,0.785,53
282,0.000,0.000,0.000,4
283,0.462,0.621,0.529,29
284,0.750,0.375,0.500,8
285,0.000,0.000,0.000,1
286,0.000,0.000,0.000,1
287,0.000,0.000,0.000,2
288,0.667,0.750,0.706,8
mac avg,0.340,0.314,0.319,8361
macro avg weighted,0.7647935941138315,0.7818442770003589,0.7699840128912756,None
micro avg,0.7818442770003589,0.7818442770003589,0.7818442770003589,None
accuracy on this run=0.7818442770003589

han_2dinputN-fold results:
,precision, recall, f1, support
0,0.514,0.613,0.559,31
1,0.667,0.400,0.500,5
2,0.823,0.828,0.826,163
3,0.000,0.000,0.000,1
4,0.474,0.474,0.474,19
5,0.000,0.000,0.000,1
6,0.457,0.444,0.451,36
7,0.667,0.500,0.571,4
8,0.000,0.000,0.000,3
9,0.000,0.000,0.000,1
10,0.846,0.880,0.863,25
11,0.000,0.000,0.000,3
12,0.500,0.500,0.500,2
13,0.333,0.667,0.444,6
14,0.000,0.000,0.000,1
15,0.000,0.000,0.000,2
16,0.000,0.000,0.000,1
17,0.500,0.600,0.545,5
18,0.667,1.000,0.800,2
19,0.600,0.600,0.600,15
20,0.000,0.000,0.000,1
21,0.000,0.000,0.000,4
22,0.667,0.667,0.667,3
23,0.600,1.000,0.750,3
24,0.000,0.000,0.000,2
25,0.000,0.000,0.000,1
26,0.000,0.000,0.000,1
27,0.286,0.333,0.308,6
28,0.333,0.286,0.308,7
29,0.690,0.714,0.702,28
30,0.500,0.333,0.400,3
31,0.000,0.000,0.000,1
32,0.909,0.800,0.851,75
33,0.000,0.000,0.000,1
34,0.000,0.000,0.000,3
35,0.444,0.552,0.492,29
36,0.000,0.000,0.000,2
37,0.000,0.000,0.000,2
38,0.000,0.000,0.000,1
39,0.833,0.769,0.800,13
40,0.000,0.000,0.000,1
41,0.000,0.000,0.000,3
42,0.000,0.000,0.000,2
43,0.000,0.000,0.000,1
44,0.429,0.750,0.545,4
45,0.000,0.000,0.000,3
46,0.667,0.800,0.727,5
47,0.795,0.773,0.784,75
48,0.000,0.000,0.000,1
49,0.444,0.400,0.421,10
50,0.000,0.000,0.000,1
51,0.333,0.250,0.286,4
52,0.556,0.526,0.541,19
53,0.000,0.000,0.000,2
54,0.640,0.696,0.667,46
55,0.000,0.000,0.000,1
56,0.615,0.667,0.640,12
57,0.000,0.000,0.000,3
58,0.526,0.625,0.571,16
59,0.000,0.000,0.000,1
60,0.667,0.250,0.364,8
61,0.714,0.455,0.556,11
62,0.000,0.000,0.000,1
63,1.000,0.833,0.909,6
64,0.000,0.000,0.000,1
65,1.000,0.250,0.400,4
66,0.000,0.000,0.000,3
67,0.000,0.000,0.000,3
68,0.143,0.200,0.167,5
69,0.500,0.545,0.522,11
70,0.211,0.500,0.296,8
71,0.000,0.000,0.000,1
72,0.600,0.429,0.500,7
73,0.698,0.807,0.749,109
74,0.000,0.000,0.000,1
75,1.000,0.714,0.833,7
76,0.182,0.200,0.190,10
77,0.333,0.300,0.316,10
78,0.667,0.462,0.545,13
79,0.667,0.600,0.632,10
80,0.000,0.000,0.000,4
81,0.000,0.000,0.000,1
82,0.450,0.429,0.439,21
83,0.300,0.300,0.300,10
84,0.000,0.000,0.000,3
85,0.375,0.333,0.353,9
86,0.500,0.400,0.444,5
87,0.500,0.200,0.286,5
88,0.526,0.690,0.597,29
89,0.000,0.000,0.000,1
90,0.667,0.286,0.400,7
91,0.000,0.000,0.000,2
92,0.680,0.680,0.680,100
93,0.578,0.684,0.627,38
94,0.600,0.500,0.545,6
95,0.880,0.885,0.883,174
96,0.836,0.852,0.844,210
97,0.926,0.847,0.885,59
98,0.000,0.000,0.000,1
99,0.588,0.571,0.580,35
100,0.740,0.776,0.758,125
101,0.324,0.256,0.286,43
102,0.769,0.698,0.732,43
103,0.818,0.818,0.818,33
104,0.000,0.000,0.000,2
105,0.611,0.647,0.629,34
106,0.450,0.562,0.500,16
107,0.000,0.000,0.000,1
108,0.000,0.000,0.000,1
109,0.641,0.714,0.676,35
110,0.000,0.000,0.000,1
111,0.850,0.872,0.861,39
112,0.000,0.000,0.000,1
113,0.936,0.943,0.940,601
114,0.690,0.597,0.640,67
115,0.730,0.788,0.758,137
116,0.444,0.400,0.421,10
117,0.188,0.188,0.188,16
118,0.614,0.583,0.598,60
119,0.966,0.974,0.970,3007
120,0.714,0.484,0.577,31
121,0.368,0.350,0.359,20
122,0.000,0.000,0.000,5
123,0.000,0.000,0.000,5
124,1.000,0.667,0.800,3
125,0.655,0.576,0.613,33
126,0.478,0.524,0.500,21
127,0.762,0.889,0.821,18
128,0.816,0.866,0.840,82
129,0.688,0.500,0.579,22
130,0.000,0.000,0.000,1
131,0.500,0.500,0.500,2
132,0.762,0.750,0.756,64
133,1.000,1.000,1.000,2
134,0.000,0.000,0.000,3
135,0.000,0.000,0.000,1
136,0.719,0.676,0.697,68
137,0.000,0.000,0.000,1
138,0.000,0.000,0.000,1
139,0.000,0.000,0.000,2
140,0.000,0.000,0.000,1
141,0.000,0.000,0.000,1
142,0.750,1.000,0.857,3
143,0.500,0.500,0.500,2
144,0.538,0.438,0.483,16
145,0.600,0.643,0.621,14
146,0.000,0.000,0.000,5
147,0.214,0.250,0.231,12
148,0.000,0.000,0.000,6
149,0.800,0.800,0.800,5
150,0.686,0.615,0.649,39
151,0.500,0.609,0.549,23
152,0.000,0.000,0.000,1
153,0.400,0.667,0.500,3
154,0.077,0.056,0.065,18
155,0.750,0.750,0.750,4
156,0.333,0.214,0.261,14
157,0.000,0.000,0.000,3
158,0.438,0.538,0.483,26
159,0.400,0.364,0.381,11
160,0.000,0.000,0.000,3
161,0.667,0.710,0.688,31
162,0.000,0.000,0.000,1
163,0.000,0.000,0.000,1
164,0.500,0.250,0.333,4
165,0.000,0.000,0.000,1
166,0.000,0.000,0.000,3
167,0.000,0.000,0.000,4
168,0.000,0.000,0.000,5
169,0.000,0.000,0.000,3
170,0.000,0.000,0.000,1
171,0.740,0.841,0.787,44
172,0.000,0.000,0.000,1
173,0.875,0.913,0.894,46
174,0.685,0.750,0.716,84
175,0.200,0.083,0.118,12
176,0.000,0.000,0.000,1
177,0.429,0.375,0.400,8
178,0.000,0.000,0.000,5
179,0.000,0.000,0.000,1
180,0.375,0.500,0.429,6
181,0.143,0.200,0.167,10
182,0.357,0.250,0.294,20
183,0.529,0.600,0.562,15
184,0.375,0.462,0.414,13
185,0.870,1.000,0.930,20
186,1.000,1.000,1.000,2
187,0.000,0.000,0.000,3
188,0.444,0.348,0.390,23
189,0.263,0.278,0.270,18
190,0.500,0.333,0.400,3
191,0.685,0.741,0.712,197
192,0.588,0.612,0.600,49
193,1.000,0.917,0.957,12
194,0.667,0.710,0.688,31
195,0.643,0.600,0.621,15
196,0.735,0.766,0.750,47
197,0.000,0.000,0.000,7
198,0.000,0.000,0.000,1
199,0.750,0.429,0.545,7
200,0.841,0.822,0.831,45
201,0.691,0.776,0.731,49
202,0.881,0.881,0.881,67
203,0.625,0.714,0.667,7
204,0.000,0.000,0.000,1
205,0.636,0.875,0.737,8
206,0.000,0.000,0.000,4
207,1.000,0.750,0.857,12
208,0.000,0.000,0.000,9
209,0.000,0.000,0.000,2
210,0.895,0.924,0.909,92
211,0.556,0.556,0.556,9
212,0.000,0.000,0.000,1
213,0.677,0.759,0.715,58
214,0.250,0.200,0.222,5
215,0.667,0.654,0.660,52
216,0.333,0.250,0.286,4
217,0.231,0.250,0.240,12
218,0.000,0.000,0.000,2
219,0.556,0.714,0.625,7
220,0.639,0.821,0.719,28
221,0.500,0.400,0.444,15
222,0.635,0.635,0.635,52
223,0.588,0.625,0.606,16
224,0.333,0.333,0.333,9
225,0.000,0.000,0.000,2
226,0.000,0.000,0.000,1
227,0.000,0.000,0.000,1
228,0.000,0.000,0.000,1
229,0.000,0.000,0.000,1
230,0.250,0.200,0.222,5
231,0.250,0.250,0.250,4
232,0.500,0.286,0.364,7
233,0.000,0.000,0.000,2
234,0.000,0.000,0.000,3
235,1.000,0.333,0.500,3
236,0.000,0.000,0.000,1
237,0.000,0.000,0.000,1
238,0.571,0.533,0.552,15
239,0.200,0.200,0.200,5
240,0.000,0.000,0.000,1
241,1.000,1.000,1.000,2
242,0.000,0.000,0.000,1
243,0.000,0.000,0.000,1
244,0.000,0.000,0.000,1
245,0.000,0.000,0.000,2
246,0.875,0.875,0.875,8
247,0.000,0.000,0.000,1
248,0.000,0.000,0.000,1
249,1.000,1.000,1.000,2
250,1.000,0.750,0.857,4
251,0.439,0.568,0.495,44
252,0.000,0.000,0.000,2
253,0.500,0.571,0.533,7
254,1.000,0.500,0.667,4
255,0.000,0.000,0.000,1
256,0.000,0.000,0.000,1
257,0.000,0.000,0.000,2
258,0.750,0.667,0.706,18
259,0.250,0.200,0.222,5
260,0.850,0.850,0.850,20
261,0.000,0.000,0.000,1
262,0.375,0.429,0.400,7
263,0.000,0.000,0.000,1
264,0.625,0.833,0.714,6
265,0.000,0.000,0.000,5
266,0.000,0.000,0.000,2
267,0.661,0.788,0.719,52
268,0.143,0.091,0.111,11
269,0.467,0.412,0.437,17
270,0.000,0.000,0.000,1
271,0.391,0.429,0.409,21
